"","Source","CreationDate","Author","LastSaved","LastSavedBy","BarcodeFinal","LabelPrefix","Crop","FieldStrip","ID2Bad","Col.Row2","Column","Row2","isResidue","TotalGrain.g..bag","TareBag.g.","TotalGrain.g.","Tota.Biomass.g..bag","TareBag.g..1","TotalBiomass.g.","protein","moisture","starch","gluten","testWeight","tareWtSampleBag.g.","NOTES","Notes2","Notes3","ID2","Strip","Field","coords.x1","coords.x2"
"627","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx",41947.55208,"Covered Storage",41947.65833,"Covered Storage","CF14GPWW_332_20-N","CF14GPWW","WW","","332","20-N",20,"N","",960,19,941,,,,10.4,9,73.2,27.7,53.3,,"","","",333,3,"B",-117.080989,46.782425
"630","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_333_21-N","CF14GPWW","WW","","333","21-N",21,"N","",1228,20,1208,,,,11.3,8.2,70.9,30,45.1,,"","","",334,4,"B",-117.080571,46.782281
"632","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_334_22-N","CF14GPWW","WW","","334","22-N",22,"N","",839,20,819,,,,9.2,8.3,74.1,23.5,51.3,,"Starch outside limits","","",335,4,"B",-117.080153,46.782544
"634","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_335_23-N","CF14GPWW","WW","","335","23-N",23,"N","",1115,20,1095,,,,10,8.8,74.2,26.6,50.7,,"Starch outside limits","","",336,5,"B",-117.079735,46.782515
"636","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_336_24-N","CF14GPWW","WW","","336","24-N",24,"N","",1099,20,1079,,,,12.2,8.3,66,33.6,43.8,,"","","",337,6,"B",-117.079317,46.782479
"637","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_C1_338_25-N","CF14GPSWGrn","SW","C1","338","25-N",25,"N","",826,20,806,,,,12,6.3,67.2,27.7,51.4,,"MOISTURE OUTSIDE LIMITS","","",338,1,"C",-117.07889105,46.78239455
"639","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A1_348_11-0","GPHY14","GB","A1","348","11-O",11,"O","",547,20,527,,,,,,,,,,"","","",348,1,"A",-117.084617,46.782636
"642","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A2_349_12-O","GPHY14","GB","A2","349","12-O",12,"O","",476,20,456,,,,,,,,,,"","","",349,2,"A",-117.084199,46.782725
"644","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A3_350_13-O","GPHY14","GB","A3","350","13-O",13,"O","",400,20,380,,,,,,,,,,"","","",350,3,"A",-117.083781,46.782678
"646","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A4_351_14-O","GPHY14","GB","A4","351","14-O",14,"O","",153,20,133,,,,,,,,,,"","","",351,4,"A",-117.083363,46.782741
"647","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_A5_352_15-O","CF14GPSWGrn","SW","A5","352","15-O",15,"O","",1037,20,1017,,,,10.6,7,72.1,25.6,59,,"MOISTURE OUTSIDE LIMITS","","",352,5,"A",-117.08291879,46.78264763
"648","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_A5_353_16-O","CF14GPSWGrn","SW","A5","353","16-O",16,"O","",1049,20,1029,,,,11,7.3,75,27.4,60.1,,"","STARCH OUTSIDE LIMITS","",353,5,"A",-117.082527,46.782731
"649","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_A6_354_17-O","CF14GPSWGrn","SW","A6","354","17-O",17,"O","",1008,20,988,,,,9.5,6.9,75.1,22.3,59.3,,"MOISTURE OUTSIDE LIMITS","STARCH OUTSIDE LIMITS","",354,6,"A",-117.082109,46.782768
"651","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx",41947.55208,"Covered Storage",41947.65833,"Covered Storage","CF14GPWW_354_18-O","CF14GPWW","WW","","354","18-O",18,"O","",1412,19,1393,,,,8.6,9.1,74.6,22.4,54.7,,"","","",355,1,"B",-117.081691,46.78257
"653","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx",41947.55208,"Covered Storage",41947.65833,"Covered Storage","CF14GPWW_355_19-O","CF14GPWW","WW","","355","19-O",19,"O","",797,19,778,,,,11.3,9.1,70.6,30.5,49.2,,"","","",356,2,"B",-117.081273,46.782709
"656","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx",41947.55208,"Covered Storage",41947.65833,"Covered Storage","CF14GPWW_356_20-O","CF14GPWW","WW","","356","20-O",20,"O","",966,19,947,,,,10.7,8.7,71.9,28.6,48.8,,"","","",357,2,"B",-117.080855,46.782711
"658","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_357_21-O","CF14GPWW","WW","","357","21-O",21,"O","",796,20,776,,,,10.2,8.7,67.1,26.8,41.1,,"","","",358,4,"B",-117.08041408,46.78255608
"660","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_358_22-O","CF14GPWW","WW","","358","22-O",22,"O","",769,20,749,,,,13.1,8.3,65.7,36,47.8,,"","","",359,4,"B",-117.080019,46.78283
"662","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_359_23-O","CF14GPWW","WW","","359","23-O",23,"O","",724,20,704,,,,13.3,8.2,68.2,36.2,49.4,,"","","",360,5,"B",-117.079601,46.782801
"664","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A1_371_12-P","GPHY14","GB","A1","371","12-P",12,"P","",242,20,222,,,,,,,,,,"","","",371,1,"A",-117.08422983,46.78296597
"667","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A2_372_13-P","GPHY14","GB","A2","372","13-P",13,"P","",453,20,433,,,,,,,,,,"","","",372,2,"A",-117.083798,46.782964
"670","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A3_373_14-P","GPHY14","GB","A3","373","14-P",14,"P","",360,20,340,,,,,,,,,,"","","",373,3,"A",-117.08338,46.783027
"673","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A4_374_15-P","GPHY14","GB","A4","374","15-P",15,"P","",262,20,242,,,,,,,,,,"","","",374,4,"A",-117.082962,46.782948
"675","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_A5_375_16-P","CF14GPSWGrn","SW","A5","375","16-P",16,"P","",1046,20,1026,,,,10.3,6.3,67.3,24.3,49.7,,"","","",375,5,"A",-117.08252827,46.78300622
"676","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_A5_376_17-P","CF14GPSWGrn","SW","A5","376","17-P",17,"P","",897,20,877,,,,9.5,7,73.1,22.5,56.7,,"MOISTURE OUTSIDE LIMITS","STARCH OUTSIDE LIMITS","",376,5,"A",-117.082126,46.783054
"678","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_376_18-P","CF14GPWW","WW","","376","18-P",18,"P","",828,20,808,,,,10.9,8.8,72.3,29,48.9,,"","","",377,1,"B",-117.08165033,46.78282132
"680","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx",41947.55208,"Covered Storage",41947.65833,"Covered Storage","CF14GPWW_377_19-P","CF14GPWW","WW","","377","19-P",19,"P","",1242,19,1223,,,,9.9,10.4,68.9,26.4,46,,"","","",378,1,"B",-117.08129,46.782995
"682","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_378_20-P","CF14GPWW","WW","","378","20-P",20,"P","",880,20,860,,,,9,9.3,75.7,22.8,57.3,,"Starch outside limits","","",379,2,"B",-117.080872,46.782997
"684","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_379_21-P","CF14GPWW","WW","","379","21-P",21,"P","",921,20,901,,,,10.7,8.7,71.3,28.6,48.9,,"Small piece of tape on bag","","",380,3,"B",-117.080454,46.782853
"686","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx",41947.55208,"Covered Storage",41947.65833,"Covered Storage","CF14GPWW_380_22-P","CF14GPWW","WW","","380","22-P",22,"P","",744,19,725,,,,12.2,9.2,70.7,32.9,53,,"","","",381,3,"B",-117.080036,46.783116
"687","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A2_394_13-Q","GPHY14","GB","A2","394","13-Q",13,"Q","",334,20,314,,,,,,,,,,"","","",394,2,"A",-117.08390985,46.78312585
"689","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A2_395_14-Q","GPHY14","GB","A2","395","14-Q",14,"Q","",598,20,578,,,,,,,,,,"","","",395,2,"A",-117.083498,46.783313
"692","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A3_396_15-Q","GPHY14","GB","A3","396","15-Q",15,"Q","",353,20,333,,,,,,,,,,"","","",396,3,"A",-117.08308,46.783234
"694","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A4_397_16-Q","GPHY14","GB","A4","397","16-Q",16,"Q","",289,20,269,,,,,,,,,,"","","",397,4,"A",-117.082662,46.783303
"697","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A4_398_17-Q","GPHY14","GB","A4","398","17-Q",17,"Q","",317,20,297,,,,,,,,,,"","","",398,4,"A",-117.08227546,46.78335797
"698","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_A6_399_18-Q","CF14GPSWGrn","SW","A6","399","18-Q",18,"Q","",1088,20,1068,,,,9.3,7.9,74.7,22.3,57.3,,"","STARCH OUTSIDE LIMITS","",399,6,"A",-117.081826,46.783142
"699","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_A6_400_19-Q","CF14GPSWGrn","SW","A6","400","19-Q",19,"Q","",829,25,804,,,,8.1,6.8,71,20.2,53.8,,"MOISTURE OUTSIDE LIMITS","","",400,6,"A",-117.081408,46.783281
"701","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_400_20-Q","CF14GPWW","WW","","400","20-Q",20,"Q","",1056,20,1036,,,,9.2,9.5,70,24.1,47,,"Starch outside limits","","",401,1,"B",-117.08099,46.783283
"704","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_401_21-Q","CF14GPWW","WW","","401","21-Q",21,"Q","",1064,20,1044,,,,11.9,8.6,69.6,31.6,50.6,,"","","",402,2,"B",-117.080572,46.783139
"708","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A2_419_15-R","GPHY14","GB","A2","419","15-R",15,"R","",348,20,328,,,,,,,,,,"","","",419,2,"A",-117.08321056,46.7834571
"709","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx",42164.54028,"Covered Storage",42164.56806,"Covered Storage","GPHY14_GB_A3_420_16-R","GPHY14","GB","A3","420","16-R",16,"R","",433,20,413,,,,,,,,,,"","","",420,3,"A",-117.08277087,46.78351532
"711","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\GPHY14_G20141221.xlsx",41995.42847,"Covered Storage",41996.44167,"Covered Storage","GPHY14_GB_A4_421_17-R","GPHY14","GB","A4","421","17-R",17,"R","",405,20,385,837,96,,,,,,,,"","","",421,4,"A",-117.08236678,46.78355231
"712","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_A5_422_18-R","CF14GPSWGrn","SW","A5","422","18-R",18,"R","",737,20,717,,,,10.4,6.8,74.2,24.7,56.2,,"MOISTURE OUTSIDE LIMITS","STARCH OUTSIDE LIMITS","",422,5,"A",-117.081933,46.783428
"713","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_A6_423_19-R","CF14GPSWGrn","SW","A6","423","19-R",19,"R","",1133,20,1113,,,,11.7,7.1,71.9,30,60.6,,"MOISTURE OUTSIDE LIMITS","","",423,6,"A",-117.08148355,46.78355263
"714","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPSWGrn_A6_424_20-R","CF14GPSWGrn","SW","A6","424","20-R",20,"R","",859,20,839,,,,13.2,7.1,66,34.5,58.5,,"","","",424,6,"A",-117.081097,46.783569
"716","\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx",42157.42847,"Covered Storage",42166.53264,"Covered Storage","CF14GPWW_424_21-R","CF14GPWW","WW","","424","21-R",21,"R","",1021,20,1001,,,,9.1,9.5,70,23.6,48.4,,"Starch outside limits","","",425,1,"B",-117.080679,46.783425
